Date,DayOfWeek,Source,Destination,DepartureTime,SeatsAvailable,Bookings,Price,Holiday,Weather,EventNearby
2025-01-12,Sunday,Hyderabad,Bangalore,06:00,40,17,643,No,Cloudy,No
2025-01-09,Thursday,Chennai,Pune,18:00,40,15,515,No,Clear,No
2025-03-31,Monday,Hyderabad,Bangalore,09:00,40,17,580,Yes,Clear,Yes
2025-06-16,Monday,Chennai,Pune,06:00,40,25,699,Yes,Rainy,Yes
2025-01-09,Thursday,Hyderabad,Mumbai,18:00,40,16,680,No,Rainy,No
2025-02-23,Sunday,Pune,Bangalore,09:00,40,25,676,Yes,Clear,Yes
2025-04-20,Sunday,Hyderabad,Chennai,18:00,40,29,577,Yes,Rainy,No
2025-03-10,Monday,Chennai,Bangalore,09:00,40,20,692,No,Clear,No
2025-06-03,Tuesday,Mumbai,Hyderabad,18:00,40,13,501,No,Clear,No
2025-03-04,Tuesday,Mumbai,Pune,09:00,40,25,565,Yes,Cloudy,No
2025-01-17,Friday,Bangalore,Mumbai,09:00,40,28,592,No,Cloudy,No
2025-04-25,Friday,Chennai,Bangalore,18:00,40,35,600,Yes,Cloudy,No
2025-05-04,Sunday,Chennai,Hyderabad,21:00,40,18,611,No,Cloudy,No
2025-03-23,Sunday,Hyderabad,Mumbai,12:00,40,29,653,No,Clear,No
2025-01-31,Friday,Mumbai,Bangalore,06:00,40,40,669,Yes,Rainy,Yes
2025-01-16,Thursday,Hyderabad,Bangalore,21:00,40,24,522,Yes,Cloudy,No
2025-03-23,Sunday,Bangalore,Pune,09:00,40,32,636,No,Clear,Yes
2025-03-02,Sunday,Bangalore,Mumbai,15:00,40,18,609,No,Cloudy,No
2025-06-04,Wednesday,Hyderabad,Pune,21:00,40,15,656,No,Clear,Yes
2025-03-07,Friday,Chennai,Bangalore,18:00,40,32,686,Yes,Clear,No
2025-01-11,Saturday,Mumbai,Pune,21:00,40,18,640,No,Rainy,Yes
2025-05-31,Saturday,Pune,Mumbai,12:00,40,17,668,Yes,Rainy,No
2025-05-19,Monday,Chennai,Mumbai,12:00,40,27,669,Yes,Rainy,No
2025-05-16,Friday,Hyderabad,Bangalore,12:00,40,12,504,No,Rainy,No
2025-01-05,Sunday,Pune,Hyderabad,15:00,40,13,543,No,Rainy,No
2025-02-25,Tuesday,Chennai,Pune,06:00,40,18,536,No,Cloudy,Yes
2025-03-31,Monday,Bangalore,Chennai,18:00,40,34,763,Yes,Rainy,No
2025-03-18,Tuesday,Mumbai,Bangalore,18:00,40,12,463,No,Rainy,No
2025-01-24,Friday,Hyderabad,Bangalore,09:00,40,31,707,No,Clear,Yes
2025-01-03,Friday,Bangalore,Mumbai,15:00,40,17,485,Yes,Rainy,No
2025-03-09,Sunday,Chennai,Bangalore,18:00,40,29,710,No,Clear,Yes
2025-01-11,Saturday,Bangalore,Hyderabad,18:00,40,30,644,Yes,Rainy,No
2025-02-21,Friday,Pune,Bangalore,09:00,40,36,581,Yes,Cloudy,Yes
2025-06-27,Friday,Bangalore,Mumbai,06:00,40,31,564,No,Clear,No
2025-03-24,Monday,Mumbai,Hyderabad,15:00,40,14,503,Yes,Rainy,No
2025-04-11,Friday,Chennai,Hyderabad,21:00,40,32,618,No,Cloudy,Yes
2025-04-29,Tuesday,Hyderabad,Bangalore,12:00,40,31,592,No,Cloudy,No
2025-02-27,Thursday,Bangalore,Hyderabad,09:00,40,39,667,No,Clear,Yes
2025-01-24,Friday,Mumbai,Hyderabad,09:00,40,23,544,No,Rainy,Yes
2025-02-20,Thursday,Mumbai,Bangalore,15:00,40,25,632,No,Cloudy,No
2025-01-09,Thursday,Mumbai,Bangalore,12:00,40,11,526,No,Clear,No
2025-04-20,Sunday,Bangalore,Mumbai,12:00,40,24,525,No,Clear,No
2025-01-23,Thursday,Mumbai,Bangalore,09:00,40,19,638,No,Clear,Yes
2025-02-26,Wednesday,Mumbai,Hyderabad,12:00,40,15,531,No,Clear,No
2025-03-10,Monday,Chennai,Mumbai,12:00,40,26,644,No,Rainy,No
2025-05-26,Monday,Bangalore,Hyderabad,12:00,40,15,669,No,Rainy,No
2025-02-05,Wednesday,Mumbai,Chennai,12:00,40,27,551,No,Clear,Yes
2025-06-17,Tuesday,Bangalore,Chennai,18:00,40,28,663,No,Rainy,No
2025-03-10,Monday,Hyderabad,Chennai,15:00,40,28,694,No,Clear,No
2025-01-05,Sunday,Bangalore,Hyderabad,15:00,40,11,533,No,Cloudy,No
2025-05-06,Tuesday,Mumbai,Chennai,12:00,40,24,590,No,Rainy,No
2025-02-24,Monday,Mumbai,Chennai,15:00,40,24,686,No,Clear,No
2025-03-31,Monday,Mumbai,Hyderabad,15:00,40,22,703,No,Clear,No
2025-03-01,Saturday,Mumbai,Chennai,12:00,40,22,548,No,Rainy,Yes
2025-04-26,Saturday,Mumbai,Bangalore,18:00,40,19,580,No,Clear,No
2025-01-11,Saturday,Mumbai,Pune,06:00,40,34,679,No,Clear,No
2025-01-09,Thursday,Chennai,Bangalore,09:00,40,26,584,No,Cloudy,Yes
2025-01-07,Tuesday,Mumbai,Pune,21:00,40,27,714,No,Clear,Yes
2025-01-31,Friday,Pune,Bangalore,09:00,40,25,672,No,Cloudy,No
2025-06-14,Saturday,Chennai,Bangalore,18:00,40,33,620,Yes,Rainy,No
2025-05-09,Friday,Chennai,Bangalore,15:00,40,16,557,No,Clear,No
2025-06-24,Tuesday,Hyderabad,Mumbai,15:00,40,34,575,Yes,Cloudy,No
2025-06-21,Saturday,Chennai,Hyderabad,09:00,40,15,618,No,Rainy,No
2025-04-19,Saturday,Bangalore,Mumbai,21:00,40,16,527,No,Clear,No
2025-01-16,Thursday,Bangalore,Mumbai,09:00,40,8,489,No,Rainy,No
2025-05-29,Thursday,Pune,Bangalore,18:00,40,28,677,No,Clear,No
2025-02-10,Monday,Mumbai,Chennai,18:00,40,36,698,Yes,Rainy,No
2025-01-24,Friday,Mumbai,Chennai,18:00,40,15,578,No,Cloudy,No
2025-05-31,Saturday,Chennai,Hyderabad,06:00,40,28,600,No,Rainy,No
2025-01-23,Thursday,Hyderabad,Pune,12:00,40,9,517,No,Rainy,No
2025-04-02,Wednesday,Pune,Mumbai,15:00,40,16,617,Yes,Cloudy,No
2025-04-23,Wednesday,Hyderabad,Chennai,12:00,40,17,628,No,Rainy,No
2025-05-12,Monday,Chennai,Hyderabad,06:00,40,32,679,No,Rainy,No
2025-05-18,Sunday,Bangalore,Mumbai,15:00,40,22,674,No,Clear,No
2025-03-11,Tuesday,Hyderabad,Chennai,12:00,40,33,591,No,Rainy,No
2025-04-08,Tuesday,Chennai,Hyderabad,21:00,40,26,559,No,Cloudy,Yes
2025-05-02,Friday,Bangalore,Hyderabad,15:00,40,11,507,No,Clear,No
2025-01-08,Wednesday,Pune,Chennai,18:00,40,22,548,No,Clear,No
2025-05-16,Friday,Hyderabad,Mumbai,18:00,40,30,742,Yes,Cloudy,No
2025-01-08,Wednesday,Bangalore,Mumbai,09:00,40,17,532,No,Rainy,No
2025-06-14,Saturday,Mumbai,Hyderabad,06:00,40,34,613,Yes,Rainy,Yes
2025-05-01,Thursday,Mumbai,Pune,09:00,40,13,624,Yes,Clear,No
2025-01-31,Friday,Mumbai,Chennai,21:00,40,23,564,No,Clear,No
2025-06-22,Sunday,Chennai,Pune,12:00,40,29,709,No,Rainy,No
2025-03-06,Thursday,Chennai,Mumbai,06:00,40,22,586,Yes,Clear,No
2025-02-11,Tuesday,Chennai,Hyderabad,15:00,40,15,568,No,Rainy,Yes
2025-03-05,Wednesday,Bangalore,Hyderabad,18:00,40,31,618,No,Rainy,No
2025-06-06,Friday,Mumbai,Pune,06:00,40,27,545,Yes,Cloudy,Yes
2025-04-01,Tuesday,Chennai,Hyderabad,21:00,40,12,639,No,Cloudy,No
2025-05-17,Saturday,Mumbai,Hyderabad,12:00,40,32,629,No,Clear,No
2025-05-11,Sunday,Pune,Bangalore,06:00,40,24,652,No,Rainy,No
2025-04-05,Saturday,Chennai,Mumbai,15:00,40,22,519,Yes,Clear,No
2025-04-08,Tuesday,Mumbai,Pune,18:00,40,27,568,No,Rainy,No
2025-04-06,Sunday,Pune,Hyderabad,18:00,40,11,467,No,Rainy,No
2025-03-07,Friday,Hyderabad,Mumbai,09:00,40,16,578,Yes,Cloudy,No
2025-04-17,Thursday,Mumbai,Chennai,15:00,40,14,558,No,Rainy,No
2025-04-07,Monday,Pune,Bangalore,18:00,40,30,613,No,Rainy,No
2025-02-25,Tuesday,Chennai,Mumbai,15:00,40,24,676,No,Cloudy,No
2025-02-17,Monday,Chennai,Mumbai,06:00,40,17,618,No,Clear,Yes
2025-03-06,Thursday,Pune,Bangalore,06:00,40,13,486,No,Rainy,No
2025-02-09,Sunday,Hyderabad,Mumbai,06:00,40,21,542,Yes,Clear,Yes
2025-06-07,Saturday,Bangalore,Pune,21:00,40,19,682,No,Clear,No
2025-05-25,Sunday,Bangalore,Hyderabad,12:00,40,33,647,Yes,Clear,No
2025-02-08,Saturday,Pune,Mumbai,09:00,40,31,653,Yes,Rainy,No
2025-03-18,Tuesday,Hyderabad,Bangalore,12:00,40,32,726,No,Cloudy,No
2025-02-08,Saturday,Bangalore,Hyderabad,09:00,40,30,659,No,Clear,Yes
2025-06-05,Thursday,Bangalore,Pune,18:00,40,30,716,No,Cloudy,Yes
2025-04-05,Saturday,Mumbai,Bangalore,06:00,40,30,707,Yes,Rainy,No
2025-04-15,Tuesday,Mumbai,Chennai,18:00,40,14,663,No,Cloudy,No
2025-06-16,Monday,Chennai,Bangalore,12:00,40,13,646,No,Cloudy,No
2025-02-11,Tuesday,Chennai,Hyderabad,06:00,40,20,603,No,Cloudy,No
2025-01-25,Saturday,Bangalore,Chennai,15:00,40,12,587,No,Clear,No
2025-03-31,Monday,Bangalore,Hyderabad,15:00,40,16,657,Yes,Rainy,No
2025-03-27,Thursday,Pune,Chennai,18:00,40,29,621,Yes,Cloudy,Yes
2025-02-17,Monday,Chennai,Pune,12:00,40,10,649,No,Cloudy,No
2025-03-11,Tuesday,Mumbai,Pune,06:00,40,13,545,No,Rainy,No
2025-01-17,Friday,Bangalore,Mumbai,15:00,40,24,662,No,Rainy,Yes
2025-04-02,Wednesday,Bangalore,Mumbai,21:00,40,30,618,No,Rainy,Yes
2025-04-01,Tuesday,Mumbai,Bangalore,12:00,40,23,603,Yes,Clear,No
2025-03-30,Sunday,Pune,Chennai,21:00,40,24,586,No,Clear,No
2025-03-11,Tuesday,Pune,Mumbai,21:00,40,21,670,No,Rainy,No
2025-05-06,Tuesday,Mumbai,Chennai,06:00,40,34,649,No,Rainy,Yes
2025-03-23,Sunday,Chennai,Bangalore,18:00,40,17,639,No,Clear,No
2025-05-20,Tuesday,Hyderabad,Bangalore,06:00,40,28,637,No,Clear,No
2025-04-11,Friday,Hyderabad,Chennai,09:00,40,29,705,No,Rainy,No
2025-06-27,Friday,Bangalore,Mumbai,18:00,40,15,630,No,Clear,No
2025-06-28,Saturday,Chennai,Bangalore,15:00,40,16,532,No,Cloudy,No
2025-03-02,Sunday,Chennai,Mumbai,09:00,40,24,596,No,Clear,No
2025-03-09,Sunday,Bangalore,Chennai,15:00,40,26,653,No,Rainy,No
2025-01-11,Saturday,Pune,Bangalore,06:00,40,31,740,No,Rainy,Yes
2025-06-27,Friday,Chennai,Hyderabad,06:00,40,17,510,Yes,Rainy,No
2025-01-25,Saturday,Chennai,Pune,18:00,40,35,677,No,Clear,No
2025-03-03,Monday,Hyderabad,Chennai,06:00,40,27,572,No,Cloudy,Yes
2025-01-05,Sunday,Chennai,Hyderabad,18:00,40,27,717,No,Rainy,Yes
2025-03-13,Thursday,Chennai,Mumbai,21:00,40,31,728,No,Clear,No
2025-02-05,Wednesday,Hyderabad,Chennai,15:00,40,12,618,No,Cloudy,No
2025-05-27,Tuesday,Chennai,Hyderabad,18:00,40,23,548,No,Cloudy,No
2025-04-15,Tuesday,Hyderabad,Bangalore,12:00,40,8,499,No,Rainy,No
2025-01-04,Saturday,Hyderabad,Mumbai,06:00,40,26,672,No,Cloudy,Yes
2025-04-25,Friday,Bangalore,Hyderabad,15:00,40,11,555,No,Clear,No
2025-03-02,Sunday,Bangalore,Mumbai,15:00,40,14,657,No,Clear,No
2025-05-16,Friday,Bangalore,Mumbai,12:00,40,12,515,No,Rainy,No
2025-05-31,Saturday,Bangalore,Chennai,09:00,40,16,485,Yes,Rainy,Yes
2025-06-05,Thursday,Chennai,Pune,09:00,40,28,659,No,Cloudy,No
2025-06-28,Saturday,Pune,Hyderabad,09:00,40,13,475,No,Rainy,No
2025-01-13,Monday,Pune,Mumbai,06:00,40,29,714,Yes,Cloudy,No
2025-03-24,Monday,Chennai,Pune,21:00,40,23,692,No,Clear,Yes
2025-03-15,Saturday,Chennai,Hyderabad,18:00,40,32,721,Yes,Rainy,Yes
2025-03-31,Monday,Pune,Bangalore,12:00,40,22,613,No,Cloudy,No
2025-02-10,Monday,Hyderabad,Pune,09:00,40,23,518,Yes,Rainy,No
2025-03-02,Sunday,Mumbai,Chennai,15:00,40,10,564,No,Cloudy,No
2025-01-03,Friday,Chennai,Mumbai,21:00,40,24,553,Yes,Cloudy,No
2025-02-20,Thursday,Chennai,Bangalore,12:00,40,18,507,No,Clear,Yes
2025-04-23,Wednesday,Hyderabad,Chennai,15:00,40,11,543,No,Clear,No
2025-05-15,Thursday,Mumbai,Chennai,12:00,40,19,646,Yes,Cloudy,No
2025-03-25,Tuesday,Chennai,Mumbai,18:00,40,15,665,No,Rainy,No
2025-04-04,Friday,Hyderabad,Chennai,21:00,40,21,518,No,Rainy,No
2025-03-23,Sunday,Mumbai,Chennai,18:00,40,26,693,No,Clear,No
2025-05-28,Wednesday,Pune,Mumbai,15:00,40,22,658,No,Cloudy,No
2025-02-24,Monday,Mumbai,Hyderabad,15:00,40,23,675,No,Rainy,Yes
2025-06-21,Saturday,Pune,Mumbai,15:00,40,24,532,No,Clear,No
2025-02-17,Monday,Hyderabad,Mumbai,15:00,40,17,486,No,Clear,No
2025-06-14,Saturday,Bangalore,Hyderabad,09:00,40,20,548,Yes,Cloudy,No
2025-02-06,Thursday,Pune,Mumbai,09:00,40,26,596,No,Clear,Yes
2025-01-11,Saturday,Hyderabad,Bangalore,12:00,40,35,692,No,Clear,No
2025-04-07,Monday,Pune,Bangalore,12:00,40,32,617,Yes,Cloudy,No
2025-05-17,Saturday,Chennai,Hyderabad,06:00,40,31,555,Yes,Rainy,Yes
2025-01-17,Friday,Mumbai,Bangalore,09:00,40,19,530,No,Clear,No
2025-02-24,Monday,Chennai,Mumbai,21:00,40,28,663,Yes,Rainy,No
2025-03-26,Wednesday,Chennai,Bangalore,12:00,40,21,618,No,Rainy,No
2025-03-24,Monday,Mumbai,Chennai,09:00,40,15,547,No,Clear,Yes
2025-03-04,Tuesday,Hyderabad,Bangalore,09:00,40,33,764,No,Cloudy,No
2025-02-08,Saturday,Hyderabad,Mumbai,15:00,40,17,670,No,Clear,Yes
2025-05-10,Saturday,Bangalore,Mumbai,15:00,40,33,565,No,Rainy,No
2025-02-23,Sunday,Pune,Hyderabad,06:00,40,20,543,No,Clear,No
2025-06-09,Monday,Pune,Hyderabad,09:00,40,11,618,No,Clear,No
2025-05-02,Friday,Chennai,Bangalore,09:00,40,35,696,No,Cloudy,Yes
2025-04-04,Friday,Pune,Bangalore,15:00,40,10,560,No,Clear,No
2025-02-10,Monday,Bangalore,Chennai,09:00,40,31,646,No,Clear,No
2025-06-12,Thursday,Mumbai,Hyderabad,15:00,40,18,570,No,Cloudy,No
2025-06-02,Monday,Mumbai,Bangalore,06:00,40,32,757,No,Clear,No
2025-05-27,Tuesday,Mumbai,Hyderabad,18:00,40,32,689,No,Cloudy,No
2025-04-20,Sunday,Bangalore,Pune,12:00,40,38,626,Yes,Cloudy,No
2025-04-17,Thursday,Mumbai,Hyderabad,09:00,40,36,613,Yes,Rainy,Yes
2025-01-26,Sunday,Hyderabad,Chennai,21:00,40,19,638,No,Clear,No
2025-03-28,Friday,Hyderabad,Pune,06:00,40,32,595,Yes,Clear,Yes
2025-02-19,Wednesday,Pune,Hyderabad,15:00,40,24,649,No,Rainy,Yes
2025-06-28,Saturday,Mumbai,Chennai,18:00,40,15,609,No,Rainy,Yes
2025-06-14,Saturday,Pune,Mumbai,06:00,40,18,589,No,Rainy,No
2025-05-14,Wednesday,Bangalore,Mumbai,21:00,40,39,673,Yes,Rainy,Yes
2025-04-30,Wednesday,Pune,Hyderabad,15:00,40,25,593,Yes,Rainy,No
2025-05-26,Monday,Mumbai,Bangalore,21:00,40,24,559,No,Clear,No
2025-02-21,Friday,Mumbai,Chennai,06:00,40,14,576,No,Clear,No
2025-01-22,Wednesday,Mumbai,Pune,09:00,40,25,700,Yes,Cloudy,No
2025-05-10,Saturday,Mumbai,Hyderabad,12:00,40,18,682,No,Rainy,No
2025-04-02,Wednesday,Mumbai,Hyderabad,06:00,40,27,536,No,Clear,Yes
2025-01-02,Thursday,Bangalore,Mumbai,18:00,40,20,533,No,Rainy,No
2025-03-16,Sunday,Bangalore,Pune,06:00,40,16,524,No,Cloudy,Yes
2025-03-07,Friday,Chennai,Pune,06:00,40,18,526,No,Rainy,No
2025-02-21,Friday,Hyderabad,Mumbai,18:00,40,17,566,No,Clear,No
2025-05-01,Thursday,Bangalore,Chennai,15:00,40,15,543,Yes,Clear,No
2025-02-09,Sunday,Hyderabad,Mumbai,06:00,40,13,620,Yes,Rainy,No
2025-03-13,Thursday,Bangalore,Hyderabad,12:00,40,23,678,No,Clear,No
2025-01-17,Friday,Pune,Mumbai,18:00,40,12,546,No,Rainy,No
2025-02-09,Sunday,Pune,Hyderabad,06:00,40,26,533,No,Cloudy,No
2025-03-18,Tuesday,Chennai,Bangalore,15:00,40,25,601,No,Cloudy,No
2025-05-11,Sunday,Bangalore,Pune,15:00,40,31,559,No,Clear,No
2025-03-28,Friday,Pune,Chennai,09:00,40,36,649,No,Cloudy,Yes
2025-02-07,Friday,Bangalore,Hyderabad,06:00,40,33,650,No,Rainy,No
2025-05-14,Wednesday,Chennai,Bangalore,15:00,40,24,690,Yes,Cloudy,Yes
2025-04-28,Monday,Mumbai,Hyderabad,18:00,40,13,633,No,Cloudy,No
2025-03-21,Friday,Bangalore,Mumbai,21:00,40,14,470,No,Rainy,No
2025-05-09,Friday,Pune,Bangalore,18:00,40,19,626,No,Rainy,No
2025-03-12,Wednesday,Bangalore,Mumbai,09:00,40,25,713,No,Clear,Yes
2025-06-14,Saturday,Chennai,Mumbai,21:00,40,28,614,No,Cloudy,Yes
2025-05-13,Tuesday,Hyderabad,Chennai,15:00,40,18,658,Yes,Clear,No
2025-06-14,Saturday,Bangalore,Pune,06:00,40,34,689,No,Rainy,No
2025-05-19,Monday,Pune,Bangalore,12:00,40,20,644,No,Cloudy,No
2025-03-21,Friday,Mumbai,Chennai,15:00,40,36,636,No,Clear,Yes
2025-06-17,Tuesday,Mumbai,Chennai,15:00,40,16,600,No,Rainy,Yes
2025-06-23,Monday,Pune,Chennai,06:00,40,18,672,No,Cloudy,No
2025-05-19,Monday,Mumbai,Chennai,21:00,40,24,668,No,Cloudy,No
2025-03-24,Monday,Chennai,Bangalore,21:00,40,20,551,No,Cloudy,No
2025-06-01,Sunday,Pune,Chennai,18:00,40,25,656,No,Rainy,Yes
2025-01-17,Friday,Chennai,Bangalore,12:00,40,19,589,No,Clear,No
2025-05-11,Sunday,Pune,Mumbai,09:00,40,21,557,No,Rainy,Yes
2025-05-15,Thursday,Bangalore,Hyderabad,06:00,40,22,684,No,Cloudy,Yes
2025-01-28,Tuesday,Hyderabad,Chennai,21:00,40,19,634,No,Rainy,Yes
2025-01-26,Sunday,Hyderabad,Mumbai,21:00,40,14,476,No,Clear,No
2025-06-16,Monday,Mumbai,Chennai,15:00,40,13,615,No,Rainy,Yes
2025-02-03,Monday,Hyderabad,Mumbai,09:00,40,29,604,No,Clear,No
2025-02-27,Thursday,Chennai,Mumbai,21:00,40,17,667,No,Cloudy,No
2025-03-22,Saturday,Bangalore,Mumbai,15:00,40,23,572,No,Rainy,No
2025-02-18,Tuesday,Chennai,Pune,21:00,40,33,590,No,Cloudy,No
2025-02-13,Thursday,Hyderabad,Chennai,12:00,40,36,753,No,Rainy,Yes
2025-01-09,Thursday,Chennai,Hyderabad,21:00,40,34,702,Yes,Cloudy,No
2025-03-12,Wednesday,Chennai,Pune,06:00,40,12,539,No,Rainy,No
2025-01-17,Friday,Chennai,Mumbai,06:00,40,14,552,No,Rainy,Yes
2025-01-13,Monday,Hyderabad,Mumbai,18:00,40,34,670,No,Clear,No
2025-05-17,Saturday,Pune,Chennai,21:00,40,26,543,Yes,Rainy,No
2025-02-06,Thursday,Hyderabad,Pune,21:00,40,18,595,No,Cloudy,No
2025-05-02,Friday,Pune,Hyderabad,06:00,40,23,700,No,Clear,No
2025-04-20,Sunday,Chennai,Bangalore,06:00,40,25,580,No,Clear,No
2025-05-08,Thursday,Pune,Bangalore,06:00,40,32,601,No,Cloudy,No
2025-06-03,Tuesday,Hyderabad,Mumbai,09:00,40,37,766,Yes,Cloudy,No
2025-01-10,Friday,Hyderabad,Chennai,12:00,40,29,603,No,Rainy,No
2025-02-28,Friday,Hyderabad,Pune,06:00,40,25,685,No,Rainy,No
2025-03-07,Friday,Pune,Bangalore,18:00,40,27,611,No,Cloudy,Yes
2025-03-16,Sunday,Mumbai,Pune,21:00,40,21,695,No,Clear,No
2025-06-11,Wednesday,Pune,Hyderabad,18:00,40,25,593,No,Clear,No
2025-06-06,Friday,Bangalore,Mumbai,06:00,40,18,509,No,Cloudy,Yes
2025-05-12,Monday,Bangalore,Mumbai,18:00,40,18,548,No,Rainy,No
2025-03-18,Tuesday,Chennai,Mumbai,15:00,40,18,633,No,Clear,No
2025-02-22,Saturday,Mumbai,Pune,12:00,40,36,717,Yes,Clear,No
2025-04-14,Monday,Chennai,Hyderabad,09:00,40,23,677,No,Clear,No
2025-03-31,Monday,Bangalore,Mumbai,21:00,40,16,586,No,Clear,No
2025-04-07,Monday,Mumbai,Pune,06:00,40,23,626,No,Cloudy,No
2025-01-20,Monday,Bangalore,Hyderabad,12:00,40,37,619,No,Clear,Yes
2025-02-02,Sunday,Hyderabad,Bangalore,12:00,40,19,636,No,Rainy,Yes
2025-02-26,Wednesday,Mumbai,Pune,12:00,40,26,613,No,Clear,Yes
2025-02-08,Saturday,Chennai,Pune,15:00,40,21,703,Yes,Cloudy,Yes
2025-03-31,Monday,Bangalore,Mumbai,12:00,40,19,530,No,Cloudy,No
2025-04-07,Monday,Bangalore,Chennai,18:00,40,22,565,No,Cloudy,No
2025-01-18,Saturday,Pune,Hyderabad,21:00,40,30,635,No,Cloudy,No
2025-04-02,Wednesday,Pune,Bangalore,21:00,40,18,645,Yes,Rainy,No
2025-01-12,Sunday,Bangalore,Hyderabad,18:00,40,20,587,No,Clear,No
2025-01-17,Friday,Hyderabad,Pune,12:00,40,22,633,No,Cloudy,No
2025-02-06,Thursday,Hyderabad,Bangalore,18:00,40,19,559,Yes,Cloudy,No
2025-04-03,Thursday,Chennai,Mumbai,21:00,40,25,599,No,Clear,No
2025-05-29,Thursday,Hyderabad,Bangalore,12:00,40,33,699,Yes,Cloudy,No
2025-05-13,Tuesday,Mumbai,Hyderabad,09:00,40,17,597,Yes,Rainy,Yes
2025-05-07,Wednesday,Mumbai,Pune,06:00,40,35,670,No,Clear,No
2025-05-09,Friday,Bangalore,Chennai,06:00,40,16,559,No,Rainy,No
2025-02-22,Saturday,Pune,Chennai,12:00,40,33,608,Yes,Clear,Yes
2025-06-11,Wednesday,Bangalore,Chennai,15:00,40,13,476,No,Clear,No
2025-06-07,Saturday,Mumbai,Hyderabad,15:00,40,11,559,No,Cloudy,No
2025-06-14,Saturday,Pune,Chennai,09:00,40,14,488,No,Rainy,No
2025-04-06,Sunday,Chennai,Hyderabad,21:00,40,11,502,No,Clear,No
2025-02-19,Wednesday,Bangalore,Hyderabad,18:00,40,32,645,No,Cloudy,No
2025-06-28,Saturday,Bangalore,Pune,09:00,40,22,614,Yes,Rainy,Yes
2025-05-03,Saturday,Bangalore,Chennai,12:00,40,31,559,Yes,Cloudy,No
2025-01-25,Saturday,Mumbai,Pune,09:00,40,13,499,No,Rainy,No
2025-03-13,Thursday,Bangalore,Chennai,12:00,40,33,660,No,Rainy,Yes
2025-04-07,Monday,Hyderabad,Chennai,06:00,40,10,479,No,Rainy,No
2025-02-23,Sunday,Chennai,Pune,09:00,40,33,658,No,Clear,Yes
2025-02-16,Sunday,Pune,Mumbai,06:00,40,33,650,No,Clear,Yes
2025-04-16,Wednesday,Chennai,Pune,09:00,40,19,692,No,Clear,No
2025-03-18,Tuesday,Pune,Mumbai,15:00,40,31,664,No,Clear,Yes
2025-02-19,Wednesday,Chennai,Hyderabad,21:00,40,20,662,Yes,Rainy,No
2025-06-21,Saturday,Mumbai,Bangalore,12:00,40,20,659,No,Rainy,No
2025-05-01,Thursday,Hyderabad,Pune,15:00,40,15,573,No,Clear,No
2025-04-14,Monday,Chennai,Pune,18:00,40,22,550,No,Cloudy,No
2025-04-05,Saturday,Hyderabad,Chennai,18:00,40,18,611,No,Cloudy,No
2025-04-05,Saturday,Hyderabad,Bangalore,15:00,40,17,684,No,Rainy,No
2025-03-11,Tuesday,Mumbai,Pune,21:00,40,27,683,No,Clear,No
2025-06-28,Saturday,Mumbai,Bangalore,21:00,40,17,548,No,Rainy,No
2025-02-09,Sunday,Chennai,Hyderabad,21:00,40,28,578,No,Cloudy,No
2025-03-18,Tuesday,Bangalore,Pune,15:00,40,34,760,Yes,Rainy,No
2025-06-10,Tuesday,Pune,Bangalore,12:00,40,28,731,No,Rainy,Yes
2025-04-20,Sunday,Hyderabad,Chennai,15:00,40,14,545,No,Cloudy,No
2025-05-25,Sunday,Mumbai,Bangalore,18:00,40,10,474,No,Rainy,No
2025-04-01,Tuesday,Hyderabad,Chennai,06:00,40,30,572,No,Rainy,No
2025-01-08,Wednesday,Hyderabad,Chennai,15:00,40,16,656,No,Cloudy,Yes
2025-02-12,Wednesday,Bangalore,Chennai,12:00,40,27,717,No,Cloudy,No
2025-01-05,Sunday,Pune,Bangalore,15:00,40,14,571,No,Rainy,Yes
2025-02-20,Thursday,Pune,Hyderabad,15:00,40,14,661,No,Cloudy,No
2025-05-29,Thursday,Hyderabad,Mumbai,21:00,40,18,607,No,Cloudy,Yes
2025-02-05,Wednesday,Pune,Hyderabad,06:00,40,30,578,No,Rainy,Yes
2025-02-16,Sunday,Mumbai,Pune,21:00,40,28,712,No,Cloudy,Yes
2025-01-07,Tuesday,Mumbai,Bangalore,09:00,40,17,528,No,Rainy,Yes
2025-03-31,Monday,Pune,Chennai,06:00,40,30,699,No,Rainy,Yes
2025-01-09,Thursday,Bangalore,Hyderabad,09:00,40,36,703,No,Cloudy,Yes
2025-06-18,Wednesday,Hyderabad,Pune,18:00,40,32,582,No,Cloudy,Yes
2025-01-16,Thursday,Bangalore,Mumbai,15:00,40,20,526,No,Clear,Yes
2025-04-13,Sunday,Bangalore,Pune,18:00,40,11,467,No,Rainy,No
2025-03-21,Friday,Hyderabad,Chennai,09:00,40,13,568,No,Cloudy,No
2025-05-20,Tuesday,Bangalore,Chennai,18:00,40,16,546,No,Clear,Yes
2025-05-09,Friday,Chennai,Pune,18:00,40,16,561,No,Clear,No
2025-02-20,Thursday,Bangalore,Mumbai,06:00,40,11,606,No,Rainy,No
2025-01-26,Sunday,Hyderabad,Mumbai,06:00,40,39,624,Yes,Cloudy,Yes
2025-02-22,Saturday,Hyderabad,Chennai,18:00,40,19,613,No,Clear,No
2025-06-21,Saturday,Bangalore,Hyderabad,18:00,40,13,601,No,Rainy,Yes
